# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr  4 02:38:59 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbsmax < 5
# CONSTRAINT:  and pl_bmassj > 0.36)
# CONSTRAINT:  order by pl_radj asc, pl_orbsmax desc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_vsinerr1:    Stellar Rotational Velocity [km/s] Upper Unc.
# COLUMN st_vsinerr2:    Stellar Rotational Velocity [km/s] Lower Unc.
# COLUMN st_vsinlim:     Stellar Rotational Velocity Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
#
pl_name,hostname,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,rastr,ra,decstr,dec
HIP 57274 b,HIP 57274,2011,8.13520000000,0.00400000000,-0.00400000000,0,0.0700000000,0.0000000000,0.0000000000,0,,,,,,,,,10.57000000,,,1,Mass,,,,,0.190000,0.100000,-0.100000,0,,,,,,,,,0.19800,,,-1,K4 V,4510.00,136.00,-136.00,0,0.780000,0.050000,-0.050000,0,0.290000,0.300000,-0.300000,0,0.0100,,,0,[Fe/H],0.19000,0.01000,-0.01000,0,4.110000,0.460000,-0.460000,0,7.8700,5.0000,-5.0000,0,1.966806,0.728466,-0.546411,0,0.5000,0.5000,-0.5000,0,,,,,11h44m40.93s,176.1705487,+30d57m27.53s,30.9576484
HD 215152 c,HD 215152,2018,7.28243000000,0.00451000000,-0.00827000000,0,0.0673930000,0.0008600000,-0.0008930000,0,,,,,,,,,1.47500000,,,1,Mass,,,,,0.000000,,,0,,,,,,,,,0.20350,,,-1,K3 V,4935.00,76.00,-76.00,0,0.730000,0.018000,-0.018000,0,0.770000,0.015000,-0.015000,0,-0.1000,0.0400,-0.0400,0,[Fe/H],-0.52254,0.00117,-0.00118,0,4.400000,,,0,,,,,2.398890,0.650521,-0.524695,0,3.3500,,,0,42.00000,,,0,22h43m21.14s,340.8380941,-06d24m07.45s,-6.4020685
HD 10180 c,HD 10180,2010,5.75969000000,0.00028000000,-0.00028000000,0,0.0641200000,0.0010100000,-0.0010100000,0,,,,,,,,,8.62600000,,,1,Mass,,,,,0.073000,0.031000,-0.031000,0,,,,,,,,,90.00000,,,0,G1 V,5911.00,19.00,-19.00,0,1.109000,0.036000,-0.036000,0,1.060000,0.050000,-0.050000,0,0.0800,0.0100,-0.0100,0,[Fe/H],0.17319,0.00579,-0.00587,0,4.390000,0.030000,-0.030000,0,4.3000,0.5000,-0.5000,0,0.922125,0.230433,-0.220292,0,3.0000,,,1,,,,,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881
HD 176986 b,HD 176986,2017,6.49164000000,0.00030000000,-0.00029000000,0,0.0629560000,0.0005300000,-0.0005300000,0,,,,,,,,,4.68100000,,,1,Mass,,,,,0.066000,0.066000,-0.066000,0,81.7000,9.3000,-8.6000,0,767.00,21.00,-21.00,0,0.25810,,,-1,K2.5 V,4931.00,77.00,-77.00,0,0.782000,0.035000,-0.035000,0,0.789000,0.019000,-0.019000,0,0.0300,0.0500,-0.0500,0,[Fe/H],-0.48017,0.03406,-0.03695,0,4.440000,0.170000,-0.170000,0,4.3000,4.0000,-4.0000,0,2.295818,0.545938,-0.497777,0,1.1000,0.2000,-0.2000,0,36.05000,0.67000,-0.71000,0,19h03m05.74s,285.7739138,-11d02m41.79s,-11.0449410
BD-08 2823 b,BD-08 2823,2009,5.60000000000,0.02000000000,-0.02000000000,0,0.0600000000,0.0000000000,0.0000000000,0,,,,,,,,,9.27700000,,,1,Mass,,,,,0.150000,0.150000,-0.150000,0,,,,,,,,,0.27460,,,-1,K3 V,4816.00,114.00,-114.00,0,0.710000,0.040000,-0.040000,0,0.500000,0.260000,-0.260000,0,-0.0600,,,0,[Fe/H],-0.62597,0.00106,-0.00106,0,4.430000,0.220000,-0.220000,0,4.5000,4.0000,-4.0000,0,3.318012,0.921925,-0.706881,0,1.4000,,,0,,,,,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689
HD 7924 b,HD 7924,2008,5.39792000000,0.00025000000,-0.00025000000,0,0.0600000000,0.0000000000,0.0000000000,0,,,,,,,,,6.47600000,,,1,Mass,,,,,0.060000,0.050000,-0.050000,0,113.7000,3.7000,-3.6000,0,825.90,6.60,-6.50,0,0.24720,,,-1,K0.5 V,5131.00,14.00,-14.00,0,0.780000,0.010000,-0.010000,0,0.650000,0.050000,-0.050000,0,-0.2100,,,0,[Fe/H],-0.40636,0.01300,-0.01194,0,4.460000,0.030000,-0.030000,0,0.8800,,,0,2.477558,0.791438,-0.556061,0,1.3500,0.5000,-0.5000,0,,,,,01h21m58.96s,20.4956562,+76d42m36.53s,76.7101475
HD 215152 b,HD 215152,2018,5.75999000000,0.00157000000,-0.00175000000,0,0.0576380000,0.0007390000,-0.0007590000,0,,,,,,,,,1.77900000,,,1,Mass,,,,,0.000000,,,0,,,,,,,,,0.18710,,,-1,K3 V,4935.00,76.00,-76.00,0,0.730000,0.018000,-0.018000,0,0.770000,0.015000,-0.015000,0,-0.1000,0.0400,-0.0400,0,[Fe/H],-0.52254,0.00117,-0.00118,0,4.400000,,,0,,,,,2.398890,0.650521,-0.524695,0,3.3500,,,0,42.00000,,,0,22h43m21.14s,340.8380941,-06d24m07.45s,-6.4020685
HD 215497 b,HD 215497,2009,3.93404000000,0.00066000000,-0.00066000000,0,0.0500000000,0.0000000000,0.0000000000,0,,,,,,,,,4.99900000,,,1,Mass,,,,,0.160000,0.090000,-0.090000,0,,,,,,,,,0.23010,,,-1,K3 V,5110.00,108.00,-108.00,0,0.850000,0.040000,-0.040000,0,0.670000,0.330000,-0.330000,0,0.2000,,,0,[Fe/H],-0.41000,,,0,4.400000,0.210000,-0.210000,0,5.8000,4.9000,-4.9000,0,1.977845,0.434310,-0.448311,0,1.6700,,,0,,,,,22h46m36.65s,341.6527140,-56d35m59.27s,-56.5997984
HD 40307 b,HD 40307,2009,4.31230000000,0.00110000000,-0.00120000000,0,0.0468000000,0.0024000000,-0.0023000000,0,,,,,,,,,3.74100000,,,1,Mass,,,,,0.200000,0.140000,-0.160000,0,,,,,910.00,1217.00,-1217.00,0,0.20220,,,-1,K2.5 V,4956.00,50.00,-50.00,0,0.716684,0.059818,-0.047911,0,0.770000,0.050000,-0.050000,0,-0.3100,0.0300,-0.0300,0,[Fe/H],-0.63900,0.06000,-0.06000,0,4.470000,0.160000,-0.160000,0,4.5000,,,0,3.025586,0.843813,-0.873858,0,1.0000,,,1,,,,,05h54m04.13s,88.5172191,-60d01m25.42s,-60.0237289
BD-06 1339 b,BD-06 1339,2013,3.87280000000,0.00040000000,-0.00040000000,0,0.0428000000,0.0007000000,-0.0007000000,0,,,,,,,,,4.79200000,,,1,Mass,,,,,0.000000,,,0,,,,,,,,,0.32430,,,-1,K7/M0 V,4324.00,100.00,-100.00,0,0.686355,0.063406,-0.074042,0,0.700000,,,0,-0.1400,0.1700,-0.1700,0,[Fe/H],-1.02200,0.04300,-0.04800,0,4.740000,0.020000,-0.020000,0,4.4000,4.0000,-4.0000,0,2.747004,0.869274,-0.993572,0,0.5700,,,0,,,,,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378
PSR J1719-1438 b,PSR J1719-1438,2011,0.09070629300,0.00000000200,-0.00000000200,0,0.0044000000,,,0,,,,,,,,,1.20000000,,,-1,Mass,23.000000,,,-1,0.060000,,,1,,,,,,,,,,,,,,4500.00,,,1,,,,,1.400000,,,0,,,,,,,,,,,,,,12.5000,,,0,,,,,,,,,,,,,17h19m10.07s,259.7919708,-14d38m01.0s,-14.6336000
K2-137 b,K2-137,2017,0.17971900000,0.00002800000,-0.00002800000,0,0.0058000000,0.0006000000,-0.0006000000,0,0.64000000,0.10000000,-0.10000000,0,0.05709707,0.00892142,-0.00892142,0,0.50000000,,,1,Mass,,,,,0.000000,,,0,,,,,1471.00,47.00,-47.00,0,93.10000,10.00000,-20.00000,0,M3 V,3697.00,109.00,-109.00,0,0.290000,0.060000,-0.060000,0,0.463000,0.052000,-0.052000,0,-0.0590,0.1800,-0.1800,0,[Fe/H],-1.48388,0.00570,-0.00578,0,5.000000,0.060000,-0.060000,0,,,,,13.000000,2.000000,-2.000000,0,,,,,,,,,12h27m28.90s,186.8704260,-06d11m42.78s,-6.1952168
Kepler-32 f,Kepler-32,2012,0.74296000000,0.00007000000,-0.00007000000,0,0.0130000000,,,0,0.82000000,0.07000000,-0.07000000,0,0.07315550,0.00624498,-0.00624498,0,3.04953232,,,1,Mass,1.500000,33.700000,-1.600000,0,0.000000,,,0,349.6450,35.8790,-33.0460,0,1026.00,,,0,88.93000,,,0,M1 V,3900.00,200.00,-200.00,0,0.530000,0.040000,-0.040000,0,0.580000,0.050000,-0.050000,0,0.0000,0.4000,-0.4000,0,[Fe/H],-1.29243,0.06328,-0.07410,0,4.640000,0.300000,-0.300000,0,5.6000,0.9600,-0.9600,0,4.215113,0.234550,-0.234550,0,,,,,,,,,19h51m22.15s,297.8423073,+46d34m27.69s,46.5743595
Kepler-324 b,Kepler-324,2014,4.38531500000,0.00002500000,-0.00002500000,0,0.0500000000,,,0,1.14000000,0.11000000,-0.11000000,0,0.10200000,0.01000000,-0.01000000,0,7.59655193,,,1,Mass,3.000000,68.300000,-2.700000,0,0.000000,,,0,194.3400,5.3250,-5.2020,0,935.00,,,0,88.50000,,,0,,5194.00,100.00,-100.00,0,0.840000,0.072000,-0.072000,0,0.901000,0.017000,-0.027000,0,0.1800,0.0400,-0.0400,0,[Fe/H],-0.30825,,,0,4.530000,0.150000,-0.150000,0,3.3900,2.6400,-1.7700,0,1.851610,0.000000,0.000000,0,,,,,,,,,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933
Kepler-80 f,Kepler-80,2016,0.98678730000,0.00000006000,-0.00000006000,0,0.0175000000,0.0002000000,-0.0002000000,0,1.21000000,0.06000000,-0.05000000,0,0.10794897,0.00535284,-0.00446070,0,14.03187979,,,1,Mass,703.000000,1627.000000,-697.000000,0,0.186000,0.083000,-0.049000,0,750.9640,18.5020,-18.0080,0,1054.00,,,0,86.50000,2.36000,-2.59000,0,K5,4540.00,100.00,-100.00,0,0.678000,0.023000,-0.023000,0,0.730000,0.030000,-0.030000,0,0.0400,0.0800,-0.0800,0,[Fe/H],-0.76955,0.07705,-0.06019,0,4.639000,0.012000,-0.012000,0,2.0000,1.0000,-1.0000,0,2.330000,0.150000,-0.150000,0,,,,,,,,,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451
Kepler-415 b,Kepler-415,2014,4.17600000000,,,0,0.0426000000,,,0,1.21000000,0.13000000,-0.10000000,0,0.10800000,0.01200000,-0.00900000,0,0.37700000,0.32100000,-0.27500000,0,Mass,372.000000,,,0,0.000000,,,0,69.8340,3.9370,-3.7050,0,694.00,,,0,89.41000,,,0,,4362.00,87.00,-78.00,0,0.643000,,,0,0.670000,,,0,0.0100,0.1400,-0.1410,0,[Fe/H],-0.80504,,,0,4.620000,0.021000,-0.027000,0,4.9000,5.5500,-2.9100,0,2.407940,0.844300,-0.665450,0,,,,,,,,,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517
Kepler-176 b,Kepler-176,2014,5.43307400000,0.00002400000,-0.00002400000,0,0.0580000000,,,0,1.43000000,0.73000000,-0.73000000,0,0.12800000,0.06500000,-0.06500000,0,0.91413163,,,1,Mass,179.000000,91.000000,-150.000000,0,0.000000,,,0,123.8020,4.0010,-3.8530,0,841.00,,,0,86.69000,,,0,,5232.00,200.00,-200.00,0,0.891000,0.456000,-0.456000,0,0.860000,0.016000,-0.024000,0,0.1300,0.0400,-0.0400,0,[Fe/H],-0.40427,,,0,4.474000,0.300000,-0.300000,0,2.4500,2.9200,-1.7300,0,1.740000,0.060000,-0.080000,0,,,,,,,,,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104
Kepler-49 d,Kepler-49,2014,2.57654900000,0.00000300000,-0.00000300000,0,0.0310000000,,,0,1.60000000,0.07000000,-0.07000000,0,0.14300000,0.00600000,-0.00600000,0,0.74248240,,,1,Mass,20.000000,40.000000,-19.000000,0,0.000000,,,0,64.3900,5.8300,-3.9400,0,717.00,,,0,89.14000,,,0,M1 V,4252.00,100.00,-100.00,0,0.559000,0.021000,-0.021000,0,0.549000,0.009000,-0.009000,0,0.0300,0.0920,-0.0710,0,[Fe/H],-1.13077,0.05505,-0.06305,0,4.727000,0.150000,-0.150000,0,2.8800,3.6600,-1.3500,0,0.384330,0.039000,-0.124120,0,,,,,,,,,19h29m10.68s,292.2945208,+40d35m30.52s,40.5918123
Kepler-58 e,Kepler-58,2023,4.45814897000,0.00002897000,-0.00002897000,0,0.0533000000,,,0,1.61000000,0.52000000,-0.22000000,0,0.14363483,0.04639137,-0.01962712,0,1.88087656,,,1,Mass,131.000000,349.000000,-130.000000,0,0.000000,,,0,511.6000,502.9600,-182.4500,0,1212.00,,,0,84.65000,,,0,,6100.00,193.00,-214.00,0,1.083000,0.350000,-0.150000,0,1.017000,0.167000,-0.125000,0,-0.1200,0.2500,-0.3000,0,[Fe/H],-0.00422,,,0,4.376000,0.105000,-0.195000,0,2.1400,0.7260,-0.5860,0,0.503870,1.118660,-0.478600,0,,,,,,,,,19h45m26.07s,296.3586251,+39d06m54.73s,39.1152033
Kepler-24 d,Kepler-24,2014,4.24438400000,0.00005300000,-0.00005300000,0,0.0510000000,,,0,1.67000000,0.39000000,-0.39000000,0,0.14900000,0.03500000,-0.03500000,0,0.92489845,,,1,Mass,152.000000,137.000000,-80.000000,0,0.000000,,,0,601.8950,40.7440,-37.6870,0,1305.00,,,0,75.07000,,,0,,5897.00,219.00,-219.00,0,1.289000,0.291000,-0.291000,0,1.046000,0.035000,-0.034000,0,-0.0708,0.0137,-0.0137,0,[M/H],0.06400,0.11700,-0.31600,0,4.200000,0.150000,-0.150000,0,3.0200,1.5500,-1.4700,0,0.011220,0.000250,-0.004090,0,,,,,,,,,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283
Kepler-238 b,Kepler-238,2014,2.09087600000,0.00002000000,-0.00002000000,0,0.0340000000,,,0,1.73000000,0.40000000,-0.40000000,0,0.15400000,0.03600000,-0.03600000,0,10.39875583,,,1,Mass,526.000000,698.000000,-272.000000,0,0.000000,,,0,2500.5880,231.3490,-207.6790,0,1642.00,,,0,77.03000,,,0,,5751.00,100.00,-100.00,0,1.430000,0.264000,-0.264000,0,1.229000,0.035000,-0.062000,0,0.3400,0.0400,-0.0400,0,[Fe/H],0.43048,,,0,4.194000,0.150000,-0.150000,0,4.7900,1.5200,-0.6200,0,0.419070,0.001940,-0.028560,0,,,,,,,,,19h11m35.31s,287.8971066,+40d38m16.13s,40.6378141
Kepler-245 e,Kepler-245,2016,3.21982105600,0.00000473500,-0.00000473500,0,0.0405300000,0.0003600000,-0.0003600000,0,1.75000000,0.08000000,-0.06000000,0,0.15612454,0.00713712,-0.00535284,0,5.68344415,,,1,Mass,902.000000,597.000000,-786.000000,0,0.000000,,,0,240.1510,18.9960,-17.4280,0,998.00,,,0,89.72000,,,0,,5174.00,72.87,-76.02,0,0.800000,0.021000,-0.020000,0,0.860000,0.030000,-0.032000,0,0.0500,0.1060,-0.0980,0,[Fe/H],-0.39579,,,0,4.570000,0.016000,-0.021000,0,3.6300,2.8600,-1.8100,0,1.700000,0.080000,-0.130000,0,,,,,,,,,19h26m33.36s,291.6389972,+42d26m10.85s,42.4363482
Kepler-82 d,Kepler-82,2014,2.38296100000,0.00000500000,-0.00000500000,0,0.0340000000,,,0,1.77000000,0.27000000,-0.27000000,0,0.15800000,0.02400000,-0.02400000,0,2.78482974,,,1,Mass,220.000000,401.000000,-218.000000,0,0.000000,,,0,484.3510,32.8500,-30.5510,0,1253.00,,,0,86.85000,,,0,,5428.00,100.00,-100.00,0,0.945000,0.140000,-0.140000,0,0.946000,0.017000,-0.024000,0,0.2107,0.0137,-0.0137,0,[M/H],-0.18507,,,0,4.466000,0.150000,-0.150000,0,1.4100,2.0500,-0.9600,0,1.490000,0.050000,-0.080000,0,,,,,,,,,19h31m29.61s,292.8733696,+42d57m58.17s,42.9661583
Kepler-32 c,Kepler-32,2011,8.75220000000,0.00030000000,-0.00030000000,0,0.0900000000,,,0,2.00000000,0.20000000,-0.20000000,0,0.17800000,0.01800000,-0.01800000,0,0.50000000,,,1,Mass,0.330000,0.170000,-0.130000,0,0.000000,,,0,10.6800,1.1600,-0.6100,0,451.00,,,0,89.97000,,,0,M1 V,3900.00,200.00,-200.00,0,0.530000,0.040000,-0.040000,0,0.580000,0.050000,-0.050000,0,0.0000,0.4000,-0.4000,0,[Fe/H],-1.29243,0.06328,-0.07410,0,4.640000,0.300000,-0.300000,0,5.6000,0.9600,-0.9600,0,4.215113,0.234550,-0.234550,0,,,,,,,,,19h51m22.15s,297.8423073,+46d34m27.69s,46.5743595
Kepler-324 e,Kepler-324,2021,13.97939968000,,,0,0.1097200000,0.0008900000,-0.0008900000,0,2.03862444,,,0,0.18187420,,,0,0.73943674,,,1,Mass,0.160000,1.450000,-0.140000,0,0.000000,,,0,38.9000,2.8000,-2.8000,0,635.00,,,0,88.60000,,,0,,5191.00,103.00,-103.00,0,0.826000,0.061000,-0.050000,0,0.844000,0.049000,-0.044000,0,0.0800,0.1500,-0.1500,0,[Fe/H],-0.30825,,,0,4.530000,0.044000,-0.055000,0,3.3900,2.6400,-1.7700,0,5.195960,81.061180,-2.485120,0,,,,,,,,,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933
Kepler-52 b,Kepler-52,2012,7.87735650000,0.00003800000,-0.00003800000,0,0.0637000000,0.0027200000,-0.0027200000,0,2.10000000,,,0,0.18700000,,,0,0.42475750,,,1,Mass,3.350000,0.860000,-0.740000,0,0.000000,,,0,22.7200,0.6630,-0.6470,0,553.00,,,0,89.92000,,,0,M0 V,4075.00,,,0,0.520000,,,0,0.540000,,,0,0.0000,0.1160,-0.0920,0,[Fe/H],-0.99568,0.04876,-0.05493,0,4.740000,,,0,1.0100,0.1500,-0.1500,0,3.439976,0.422948,-0.422948,0,,,,,,,,,19h06m57.12s,286.7380152,+49d58m32.66s,49.9757383
Kepler-32 b,Kepler-32,2011,5.90124000000,0.00010000000,-0.00010000000,0,0.0500000000,,,0,2.20000000,0.20000000,-0.20000000,0,0.19600000,0.01800000,-0.01800000,0,4.10000000,,,1,Mass,0.460000,0.240000,-0.180000,0,0.000000,,,0,22.0250,2.2600,-2.0820,0,514.00,,,0,89.92000,,,0,M1 V,3900.00,200.00,-200.00,0,0.530000,0.040000,-0.040000,0,0.580000,0.050000,-0.050000,0,0.0000,0.4000,-0.4000,0,[Fe/H],-1.29243,0.06328,-0.07410,0,4.640000,0.300000,-0.300000,0,5.6000,0.9600,-0.9600,0,4.215113,0.234550,-0.234550,0,,,,,,,,,19h51m22.15s,297.8423073,+46d34m27.69s,46.5743595
K2-22 b,K2-22,2015,0.38107300000,0.00002400000,-0.00002400000,0,0.0090000000,0.0000000000,0.0000000000,0,2.30000000,0.10000000,-0.10000000,0,0.20519261,0.00892142,-0.00892142,0,1.40000000,,,1,Mass,,,,,0.190000,0.221175,-0.152914,0,114.0000,45.0000,-45.0000,0,2100.00,,,0,90.60000,8.00000,-7.00000,0,M0 V,3879.00,90.00,-90.00,0,0.580000,0.030000,-0.030000,0,0.595292,0.059529,-0.059529,0,0.0320,0.1200,-0.1200,0,[Fe/H],-1.07440,0.01092,-0.01120,0,4.700000,0.040000,-0.040000,0,,,,,3.655482,0.212544,-0.212544,0,,,,,,,,,11h17m55.85s,169.4827046,+02d37m08.53s,2.6190363
Kepler-238 c,Kepler-238,2014,6.15555700000,0.00005000000,-0.00005000000,0,0.0690000000,,,0,2.39000000,0.45000000,-0.45000000,0,0.21300000,0.04000000,-0.04000000,0,0.47988788,,,1,Mass,3.200000,5.400000,-2.100000,0,0.000000,,,0,592.2980,54.7980,-49.1920,0,1146.00,,,0,88.56000,,,0,,5751.00,100.00,-100.00,0,1.430000,0.264000,-0.264000,0,1.229000,0.035000,-0.062000,0,0.3400,0.0400,-0.0400,0,[Fe/H],0.43048,,,0,4.194000,0.150000,-0.150000,0,4.7900,1.5200,-0.6200,0,0.419070,0.001940,-0.028560,0,,,,,,,,,19h11m35.31s,287.8971066,+40d38m16.13s,40.6378141
Kepler-82 e,Kepler-82,2014,5.90220600000,0.00001200000,-0.00001200000,0,0.0630000000,,,0,2.47000000,0.37000000,-0.37000000,0,0.22000000,0.03300000,-0.03300000,0,0.79923630,,,1,Mass,0.540000,6.200000,-0.500000,0,0.000000,,,0,144.3370,9.7890,-9.1040,0,926.00,,,0,89.23000,,,0,,5428.00,100.00,-100.00,0,0.945000,0.140000,-0.140000,0,0.946000,0.017000,-0.024000,0,0.2107,0.0137,-0.0137,0,[M/H],-0.18507,,,0,4.466000,0.150000,-0.150000,0,1.4100,2.0500,-0.9600,0,1.490000,0.050000,-0.080000,0,,,,,,,,,19h31m29.61s,292.8733696,+42d57m58.17s,42.9661583
