# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar 31 19:34:59 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbperstr < 10
# CONSTRAINT:  and pl_orbsmaxstr < 3
# CONSTRAINT:  and pl_radjstr > 1
# CONSTRAINT:  and pl_bmassjstr > 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratdorerr1:  Ratio of Semi-Major Axis to Stellar Radius Upper Unc.
# COLUMN pl_ratdorerr2:  Ratio of Semi-Major Axis to Stellar Radius Lower Unc.
# COLUMN pl_ratdorlim:   Ratio of Semi-Major Axis to Stellar Radius Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_vsinerr1:    Stellar Rotational Velocity [km/s] Upper Unc.
# COLUMN st_vsinerr2:    Stellar Rotational Velocity [km/s] Lower Unc.
# COLUMN st_vsinlim:     Stellar Rotational Velocity Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN st_radverr1:    Systemic Radial Velocity Upper Unc. [km/s]
# COLUMN st_radverr2:    Systemic Radial Velocity Lower Unc. [km/s]
# COLUMN st_radvlim:     Systemic Radial Velocity Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2
TOI-3807 b,TOI-3807,2.89897270000,0.00000380000,-0.00000390000,0,0.0421000000,0.0007000000,-0.0011000000,0,1.65000000,,,-1,1.04000000,0.15000000,-0.14000000,0,Mass,0.289000,,,1,0.000000,,,0,1646.00,25.00,-24.00,0,6.140000,0.190000,-0.180000,0,,5772.00,84.00,-80.00,0,1.468000,0.037000,-0.037000,0,1.181000,0.064000,-0.092000,0,0.2780,0.0840,-0.0810,0,[Fe/H],0.33244,0.02740,-0.02281,0,4.174000,0.031000,-0.035000,0,5.6000,2.7000,-1.5000,0,0.521000,0.050000,-0.045000,0,,,,,,,,,,,,,09h16m27.02s,139.1125648,+69d04m26.86s,69.0741284,421.74500000,4.66100000,-4.56100000
TOI-5181 A b,TOI-5181 A,3.89222950000,0.00000230000,-0.00000230000,0,0.0522000000,0.0008000000,-0.0010000000,0,1.19100000,0.04000000,-0.03800000,0,1.04000000,0.17000000,-0.17000000,0,Mass,0.760000,0.160000,-0.140000,0,0.150000,,,1,1585.00,25.00,-32.00,0,7.320000,0.200000,-0.190000,0,,6060.00,120.00,-140.00,0,1.530000,0.041000,-0.041000,0,1.250000,0.060000,-0.072000,0,0.2080,0.0780,-0.0780,0,[Fe/H],0.45788,0.02784,-0.03958,0,4.163000,0.027000,-0.027000,0,4.1000,1.5000,-1.1000,0,0.489000,0.041000,-0.038000,0,,,,,,,,,,,,,18h42m42.59s,280.6774738,+21d41m59.35s,21.6998203,480.15500000,6.77200000,-6.58900000
TOI-6383 A b,TOI-6383 A,1.79058695000,0.00000087000,-0.00000086000,0,0.0229200000,0.0003700000,-0.0003700000,0,1.00800000,0.03600000,-0.03300000,0,1.04000000,0.09400000,-0.09400000,0,Mass,1.260000,0.180000,-0.170000,0,0.050000,0.042000,-0.033000,0,745.00,23.00,-23.00,0,10.680000,0.320000,-0.320000,0,M3,3444.00,88.00,-88.00,0,0.457000,0.019000,-0.019000,0,0.458000,0.011000,-0.011000,0,,,,,,-1.48678,0.01183,-0.01216,0,4.810000,0.050000,-0.050000,0,,,,,6.740000,0.350000,-0.350000,0,2.0000,,,1,,,,,11.90000,0.30000,-0.30000,0,04h01m41.93s,60.4246951,+60d53m28.92s,60.8913677,171.31900000,1.33300000,-1.31300000
HAT-P-42 b,HAT-P-42,4.64187800000,0.00003200000,-0.00003200000,0,0.0575000000,0.0011000000,-0.0011000000,0,1.28000000,0.15300000,-0.15300000,0,1.04400000,0.08300000,-0.08300000,0,Mass,0.610000,0.340000,-0.150000,0,0.000000,,,0,1428.00,60.00,-60.00,0,8.080000,0.820000,-0.540000,0,,5743.00,50.00,-50.00,0,1.530000,0.140000,-0.140000,0,1.178000,0.068000,-0.068000,0,0.2700,0.0800,-0.0800,0,[Fe/H],0.35600,0.07500,-0.09100,0,4.140000,0.070000,-0.070000,0,5.2000,1.8000,-0.7000,0,0.528383,0.124967,-0.101802,0,3.5000,0.5000,-0.5000,0,,,,,20.26000,0.15000,-0.15000,0,09h01m22.65s,135.3443583,+06d05m49.50s,6.0970828,405.23800000,7.77900000,-7.49600000
TOI-6130 b,TOI-6130,2.39267900000,0.00000200000,-0.00000200000,0,0.0360000000,0.0020000000,-0.0020000000,0,1.28000000,0.03000000,-0.03000000,0,1.05000000,0.06000000,-0.06000000,0,Mass,0.640000,0.060000,-0.060000,0,0.036000,0.018000,-0.018000,0,1750.00,40.00,-40.00,0,,,,,F,6110.00,50.00,-50.00,0,1.510000,0.030000,-0.030000,0,1.310000,0.080000,-0.080000,0,0.2800,0.0600,-0.0600,0,[Fe/H],0.46090,0.01186,-0.01219,0,4.190000,0.080000,-0.080000,0,0.3000,0.1000,-0.1000,0,0.958360,0.239586,-0.199689,0,8.4000,0.5000,-0.5000,0,11.10000,1.00000,-1.00000,0,,,,,22h36m49.22s,339.2050832,+16d49m37.90s,16.8271941,220.88200000,2.63700000,-2.57600000
HAT-P-35 b,HAT-P-35,3.64670600000,0.00002100000,-0.00002100000,0,0.0497800000,0.0006400000,-0.0006600000,0,1.33200000,0.09800000,-0.09800000,0,1.05600000,0.03300000,-0.03300000,0,Mass,0.550000,0.140000,-0.110000,0,0.020000,,,1,1581.00,45.00,-45.00,0,7.450000,0.370000,-0.370000,0,,6096.00,88.00,-88.00,0,1.435000,0.084000,-0.084000,0,1.236000,0.048000,-0.048000,0,0.1100,0.0800,-0.0800,0,,0.38307,0.02289,-0.03345,0,4.210000,0.040000,-0.040000,0,3.5000,0.8000,-0.5000,0,0.590000,0.110000,-0.110000,0,0.5000,0.5000,-0.5000,0,,,,,40.95000,0.20000,,0,08h13m00.17s,123.2507030,+04d47m13.30s,4.7870288,506.96500000,13.19300000,-12.55100000
TOI-1130 c,TOI-1130,8.35018980000,0.00009380000,-0.00000100000,0,0.0731000000,0.0002000000,-0.0003000000,0,1.15978431,0.03568567,-0.03568567,0,1.05717423,0.00629270,-0.01573176,0,Mass,0.827042,0.055136,-0.110272,0,0.039800,0.000900,-0.000200,0,650.00,18.00,-18.00,0,22.220000,0.440000,-0.440000,0,K6-K7,4360.00,108.00,-108.00,0,0.697000,0.005000,-0.004000,0,0.745000,0.007000,-0.009000,0,0.1100,0.1000,-0.1000,0,[Fe/H],-0.85387,0.03285,-0.03218,0,4.550000,0.070000,-0.070000,0,5.4000,5.7000,-4.9000,0,3.101618,0.056393,-0.056393,0,2.5000,0.9000,-0.9000,0,25.60000,1.20000,-1.20000,0,-9.52410,0.00410,-0.00400,0,19h05m30.24s,286.3760037,-41d26m15.50s,-41.4376399,58.26090000,0.17000000,-0.16910000
WASP-75 b,WASP-75,2.48419300000,0.00000300000,-0.00000300000,0,0.0375000000,0.0007000000,-0.0008000000,0,1.27000000,0.04800000,-0.04800000,0,1.07000000,0.05000000,-0.05000000,0,Mass,0.690000,0.080000,-0.070000,0,0.000000,,,0,1710.00,20.00,-20.00,0,6.370000,0.030000,-0.030000,0,F9,6100.00,100.00,-100.00,0,1.260000,0.040000,-0.040000,0,1.140000,0.070000,-0.070000,0,0.0700,0.0900,-0.0900,0,[Fe/H],0.30426,0.01679,-0.02342,0,4.290000,0.020000,-0.020000,0,3.5000,0.5000,-0.5000,0,0.790000,0.060000,-0.060000,0,4.3000,0.8000,-0.8000,0,,,,,2.26429,0.00006,-0.00006,0,22h49m32.62s,342.3858995,-10d40m31.69s,-10.6754686,294.00100000,4.41200000,-4.28600000
HATS-14 b,HATS-14,2.76676410000,0.00000270000,-0.00000270000,0,0.0381500000,0.0003200000,-0.0003200000,0,1.03900000,0.03200000,-0.02200000,0,1.07100000,0.07000000,-0.07000000,0,Mass,1.191000,0.098000,-0.140000,0,0.142000,,,1,1276.00,20.00,-20.00,0,8.800000,0.120000,-0.220000,0,,5346.00,60.00,-60.00,0,0.933000,0.023000,-0.015000,0,0.967000,0.024000,-0.024000,0,0.3300,0.0600,-0.0600,0,[Fe/H],-0.17274,0.01791,-0.01868,0,4.484000,0.020000,-0.020000,0,4.9000,1.7000,-1.7000,0,1.682000,0.071000,-0.126000,0,3.8000,1.2000,-1.2000,0,,,,,30.19000,0.00800,-0.00800,0,20h52m51.71s,313.2154754,-25d41m14.55s,-25.6873756,513.01100000,9.28700000,-8.96800000
HATS-3 b,HATS-3,3.54785100000,0.00000500000,-0.00000500000,0,0.0485000000,0.0004000000,-0.0006000000,0,1.38100000,0.03500000,-0.03500000,0,1.07100000,0.13600000,-0.13600000,0,Mass,0.510000,0.070000,-0.070000,0,0.000000,,,0,1648.00,24.00,-24.00,0,7.420000,0.120000,-0.120000,0,F,6351.00,76.00,-76.00,0,1.404000,0.030000,-0.030000,0,1.209000,0.036000,-0.036000,0,-0.1570,0.0700,-0.0700,0,[Fe/H],0.45600,0.03100,-0.03300,0,4.220000,0.010000,-0.010000,0,3.2000,0.6000,-0.4000,0,0.620000,0.050000,-0.050000,0,9.1200,1.3100,-1.3100,0,,,,,,,,,20h49m49.80s,312.4574879,-24d25m43.30s,-24.4286938,411.21100000,7.89600000,-7.60800000
TOI-5205 b,TOI-5205,1.63075700000,0.00000100000,-0.00000100000,0,0.0199000000,0.0002000000,-0.0002000000,0,1.03000000,0.03000000,-0.03000000,0,1.08000000,0.06000000,-0.06000000,0,Mass,1.210000,0.110000,-0.110000,0,0.020000,0.020000,-0.014000,0,737.00,15.00,-15.00,0,10.940000,0.220000,-0.210000,0,M4.0,3430.00,54.00,-54.00,0,0.394000,0.011000,-0.011000,0,0.392000,0.015000,-0.015000,0,0.0000,,,0,[Fe/H],-1.71220,0.03442,-0.03738,0,4.840000,0.030000,-0.030000,0,,,,,9.000000,0.500000,-0.500000,0,2.0000,,,1,,,,,-65.90000,0.30000,-0.30000,0,20h55m04.96s,313.7706819,+24d21m39.52s,24.3609770,86.44930000,0.41780000,-0.41390000
WASP-68 b,WASP-68,5.08430000000,0.00001500000,-0.00001500000,0,0.0620600000,0.0004500000,-0.0004000000,0,1.32000000,0.14000000,-0.14000000,0,1.08000000,0.25000000,-0.25000000,0,Mass,0.665000,0.093000,-0.133000,0,0.000000,,,0,1490.00,44.00,-29.00,0,7.930000,0.420000,-0.420000,0,G0,5910.00,60.00,-60.00,0,1.790000,0.190000,-0.190000,0,1.490000,0.530000,-0.530000,0,0.2200,,,0,[Fe/H],0.50500,0.05100,-0.04300,0,4.170000,0.110000,-0.110000,0,5.7000,1.3000,-1.3000,0,0.360000,0.060000,-0.060000,0,2.3000,0.8000,-0.8000,0,,,,,28.64077,0.41167,-0.41167,0,20h20m22.97s,305.0957239,-19d18m53.02s,-19.3147271,226.39900000,1.62100000,-1.59900000
HIP 91258 b,HIP 91258,5.05050000000,0.00150000000,-0.00150000000,0,0.0600000000,0.0000000000,0.0000000000,0,1.23000000,,,0,1.09000000,0.21000000,-0.21000000,0,Msini,0.740000,,,0,0.020000,0.010000,-0.010000,0,,,,,,,,,G5 V,5519.00,70.00,-70.00,0,0.890000,0.030000,-0.030000,0,0.970000,0.280000,-0.280000,0,0.2300,,,0,[Fe/H],-0.22200,,,0,4.530000,0.120000,-0.120000,0,2.4000,2.4000,-2.4000,0,1.919253,0.511759,-0.383860,0,3.5000,0.5000,-0.5000,0,,,,,-9.45200,0.00200,-0.00200,0,18h36m53.07s,279.2211173,+61d42m05.42s,61.7015065,45.88460000,0.06610000,-0.06600000
KPS-1 b,KPS-1,1.70629100000,0.00005900000,-0.00005900000,0,0.0269000000,0.0010000000,-0.0010000000,0,1.03000000,0.13000000,-0.12000000,0,1.09000000,0.08600000,-0.08700000,0,Mass,1.310000,0.490000,-0.360000,0,0.000000,,,0,1459.00,56.00,-56.00,0,6.370000,0.050000,-0.050000,0,K1 V,5165.00,90.00,-90.00,0,0.907000,0.086000,-0.082000,0,0.892000,0.090000,-0.100000,0,0.2200,0.1300,-0.1300,0,[Fe/H],-0.35281,0.00672,-0.00683,0,4.470000,0.060000,-0.060000,0,,,,,1.680000,0.410000,-0.320000,0,5.1000,1.0000,-1.0000,0,,,,,,,,,11h00m40.13s,165.1671980,+64d57m49.84s,64.9638452,262.70600000,2.62000000,-2.57000000
CoRoT-35 b,CoRoT-35,3.22748000000,0.00008000000,-0.00008000000,0,0.0429000000,0.0009200000,-0.0009200000,0,1.68000000,0.11000000,-0.11000000,0,1.10000000,0.37000000,-0.37000000,0,Mass,0.290000,0.110000,-0.110000,0,0.000000,,,0,1747.00,62.00,-62.00,0,,,,,F6 V,6390.00,130.00,-130.00,0,1.650000,0.100000,-0.110000,0,1.010000,0.070000,-0.060000,0,-0.5000,0.1000,-0.1000,0,[Fe/H],0.36247,,,0,4.010000,0.050000,-0.050000,0,6.1000,1.3000,-1.3000,0,0.447163,,,0,8.8000,0.3000,-0.3000,0,,,,,,,,,19h17m15.44s,289.3143526,-02d46m28.95s,-2.7747085,1123.21000000,55.90000000,-50.92000000
TOI-858 B b,TOI-858 B,3.27971780000,0.00000140000,-0.00000140000,0,0.0443500000,0.0010000000,-0.0009800000,0,1.25500000,0.03900000,-0.03900000,0,1.10000000,0.08000000,-0.07000000,0,Mass,0.690000,0.087000,-0.073000,0,0.150000,,,1,1529.00,23.00,-22.00,0,,,,,G0,5842.00,84.00,-79.00,0,1.308000,0.037000,-0.038000,0,1.081000,0.076000,-0.070000,0,0.1530,0.0910,-0.0910,0,[Fe/H],0.25285,0.02246,-0.02062,0,4.238000,0.038000,-0.035000,0,6.8000,2.9000,-2.5000,0,0.680000,0.079000,-0.064000,0,5.8000,0.2500,-0.2500,0,,,,,,,,,04h00m47.96s,60.1998256,-54d35m34.50s,-54.5929177,250.48900000,1.51800000,-1.50000000
CoRoT-19 b,CoRoT-19,3.89713000000,0.00002000000,-0.00002000000,0,0.0518000000,0.0008000000,-0.0008000000,0,1.29000000,0.03000000,-0.03000000,0,1.11000000,0.06000000,-0.06000000,0,Mass,0.710000,0.060000,-0.060000,0,0.047000,0.045000,-0.045000,0,2000.00,150.00,-150.00,0,6.700000,0.100000,-0.100000,0,F9 V,6090.00,70.00,-70.00,0,1.650000,0.040000,-0.040000,0,1.210000,0.050000,-0.050000,0,-0.0200,0.1000,-0.1000,0,[Fe/H],0.54400,0.02400,-0.02600,0,4.070000,0.030000,-0.030000,0,5.0000,1.0000,-1.0000,0,0.380000,0.030000,-0.030000,0,6.0000,1.0000,-1.0000,0,,,,,24.16000,0.09000,-0.09000,0,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.66300000,26.73700000,-25.07100000
TOI-3819 b,TOI-3819,3.24431410000,0.00000550000,-0.00000550000,0,0.0461100000,0.0006900000,-0.0009600000,0,1.17200000,0.03600000,-0.03500000,0,1.11000000,0.18000000,-0.20000000,0,Mass,0.850000,0.170000,-0.170000,0,0.000000,,,0,1633.00,21.00,-19.00,0,6.430000,0.170000,-0.170000,0,,5859.00,72.00,-71.00,0,1.538000,0.037000,-0.037000,0,1.242000,0.057000,-0.076000,0,0.2730,0.0840,-0.0820,0,[Fe/H],0.39967,0.01863,-0.01946,0,4.156000,0.027000,-0.029000,0,4.5000,1.6000,-1.1000,0,0.478000,0.040000,-0.038000,0,,,,,,,,,,,,,08h07m27.18s,121.8632568,+29d23m19.12s,29.3886446,558.14100000,13.04500000,-12.47300000
WASP-78 b,WASP-78,2.17518000000,0.00000500000,-0.00000500000,0,0.0348800000,0.0007000000,-0.0007600000,0,1.93000000,0.45000000,-0.45000000,0,1.11000000,0.54000000,-0.54000000,0,Mass,0.131000,0.019000,-0.019000,0,0.000000,,,0,2469.70,53.80,-55.90,0,3.540000,0.210000,-0.210000,0,,6100.00,150.00,-150.00,0,2.460000,0.580000,-0.580000,0,1.870000,1.360000,-1.360000,0,-0.3500,,,0,[Fe/H],0.76274,0.01554,-0.01612,0,4.100000,0.200000,-0.200000,0,2.8000,1.6000,-0.3000,0,0.180000,0.030000,-0.030000,0,7.1000,0.5000,-0.5000,0,,,,,0.48000,0.39000,-0.09000,0,04h15m01.50s,63.7562662,-22d06m59.00s,-22.1163901,754.25800000,17.10200000,-16.37300000
NGTS-31 b,NGTS-31,4.16273400000,0.00000400000,-0.00000400000,0,0.0640000000,0.0080000000,-0.0080000000,0,1.61000000,0.16000000,-0.16000000,0,1.12000000,0.12000000,-0.12000000,0,Mass,0.300000,0.110000,-0.080000,0,0.000000,,,0,1410.00,20.00,-20.00,0,8.160000,0.090000,-0.080000,0,,5710.00,70.00,-70.00,0,1.700000,0.200000,-0.210000,0,0.960000,0.110000,-0.050000,0,0.0000,0.0400,-0.0400,0,[Fe/H],0.44300,,,0,4.430000,0.140000,-0.160000,0,9.9700,2.5800,-2.5800,0,0.585000,0.021000,-0.018000,0,6.1000,0.6000,-0.6000,0,,,,,,,,,05h21m41.10s,80.4212533,-38d39m24.58s,-38.6568270,497.37600000,,
WTS-2 b,WTS-2,1.01870680000,0.00000065000,-0.00000065000,0,0.0185500000,0.0006200000,-0.0006200000,0,1.36300000,0.06100000,-0.06100000,0,1.12000000,0.16000000,-0.16000000,0,Mass,0.540000,0.110000,-0.110000,0,0.000000,,,0,2000.00,100.00,-100.00,0,,,,,K2 V,5000.00,250.00,-250.00,0,0.752000,0.032000,-0.032000,0,0.820000,0.082000,-0.082000,0,0.2000,0.3000,-0.2000,0,[Fe/H],-0.28812,0.10812,-0.14429,0,4.600000,0.023000,-0.023000,0,0.6000,,,-1,2.720000,0.230000,-0.230000,0,2.2000,1.0000,-1.0000,0,,,,,-20.02600,0.01900,-0.01900,0,19h34m55.87s,293.7327826,+36d48m55.78s,36.8154936,1030.76834437,143.32549395,-143.32549395
HD 189733 b,HD 189733,2.21857567000,0.00000015000,-0.00000015000,0,0.0312600000,0.0003600000,-0.0003600000,0,1.13000000,0.01000000,-0.01000000,0,1.13000000,0.08000000,-0.08000000,0,Mass,0.943000,0.024000,-0.024000,0,0.000000,,,0,1209.00,11.00,-11.00,0,8.840000,0.270000,-0.270000,0,K2 V,5052.00,16.00,-16.00,0,0.750000,0.010000,-0.010000,0,0.790000,0.080000,-0.080000,0,-0.0200,,,0,[Fe/H],-0.46119,0.01798,-0.00876,0,4.490000,0.050000,-0.050000,0,1.4000,4.9000,-1.9000,0,2.650000,0.250000,-0.250000,0,3.5000,1.0000,-1.0000,0,11.95000,0.01000,-0.01000,0,-2.20400,0.01000,-0.01100,0,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,19.76380000,0.01280000,-0.01270000
TOI-1855 b,TOI-1855,1.36414864000,0.00000051000,-0.00000051000,0,0.0239800000,0.0004600000,-0.0003700000,0,1.65000000,0.52000000,-0.37000000,0,1.13300000,0.09600000,-0.09100000,0,Mass,0.310000,0.370000,-0.180000,0,0.033000,0.038000,-0.023000,0,1701.00,20.00,-20.00,0,4.950000,0.200000,-0.150000,0,,5359.00,89.00,-83.00,0,1.041000,0.031000,-0.033000,0,0.987000,0.058000,-0.045000,0,0.3990,0.0690,-0.0790,0,[Fe/H],-0.09474,0.01643,-0.01652,0,4.397000,0.040000,-0.031000,0,8.2000,3.5000,-4.0000,0,1.230000,0.150000,-0.110000,0,5.7400,0.1500,-0.1500,0,,,,,,,,,13h41m24.95s,205.3539534,+17d41m12.74s,17.6868719,176.83300000,1.18600000,-1.17000000
TOI-4153 b,TOI-4153,4.61741410000,0.00000150000,-0.00000150000,0,0.0631100000,0.0008400000,-0.0009600000,0,1.43800000,0.04500000,-0.04200000,0,1.15000000,0.18000000,-0.18000000,0,Mass,0.477000,0.087000,-0.085000,0,0.039000,0.047000,-0.028000,0,1669.00,29.00,-39.00,0,8.460000,0.220000,-0.250000,0,,6860.00,150.00,-180.00,0,1.605000,0.048000,-0.046000,0,1.572000,0.064000,-0.071000,0,0.3170,0.1000,-0.1300,0,[Fe/H],0.71349,0.03392,-0.04885,0,4.224000,0.024000,-0.029000,0,0.4000,0.5300,-0.2800,0,0.537000,0.044000,-0.046000,0,9.4400,0.2200,-0.2200,0,,,,,,,,,22h21m34.43s,335.3934698,+82d12m57.89s,82.2160792,423.84000000,3.66500000,-3.60400000
WASP-19 b,WASP-19,0.78883852000,0.00000075000,-0.00000082000,0,0.0165200000,0.0005000000,-0.0005600000,0,1.41500000,0.04400000,-0.04800000,0,1.15400000,0.07800000,-0.08000000,0,Mass,0.506000,0.031000,-0.030000,0,0.012600,0.014000,-0.008900,0,2113.00,29.00,-29.00,0,3.533000,0.048000,-0.052000,0,G8 V,5616.00,66.00,-65.00,0,1.006000,0.031000,-0.034000,0,0.965000,0.091000,-0.095000,0,0.0400,0.2500,-0.3000,0,[Fe/H],-0.04335,0.03280,-0.03444,0,4.417000,0.020000,-0.021000,0,6.4000,4.1000,-3.5000,0,1.339000,0.056000,-0.058000,0,4.6300,0.2600,-0.2600,0,10.50000,0.20000,-0.20000,0,20.78730,0.00020,-0.00020,0,09h53m40.02s,148.4167672,-45d39m32.79s,-45.6591078,268.32500000,1.72000000,-1.69800000
